username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined
marymoss829,Instagram,Live,Music,USA,Macro,597860,30684,350,14321,387.0,233.0,0,2.79,2024-07-08
ytucker283,Facebook,Carousel,Gaming,Japan,Micro,91280,34106,4199,4775,375.0,246.0,0,5.19,2023-07-16
ovalenzuela80,Instagram,Reel,Gaming,France,Nano,8044,2954,184,673,53.0,35.0,0,11.81,2024-06-26
gonzalesbrenda60,Instagram,Story,Music,Germany,Macro,935853,36772,4338,19270,996.0,374.0,0,1.62,2023-08-07
danielsteven291,TikTok,Video,Gaming,Brazil,Nano,3372,754,3030,338,19.0,24.0,1071,9.66,2024-01-12
gallen101,TikTok,Reel,Sports,Mexico,Micro,78228,10822,950,3955,293.0,312.0,54481,6.81,2023-06-25
kristen97136,Instagram,Reel,Travel,Germany,Micro,25489,4043,2067,1693,164.0,113.0,0,5.5,2023-10-07
fshelton97,Facebook,Live,Travel,Japan,Macro,199246,37326,730,10927,662.0,,0,5.57,2023-03-13
colleen47517,Instagram,Video,Sports,Germany,Micro,87952,31091,3383,6006,490.0,340.0,0,6.82,2023-12-10
vcarpenter224,Twitter,Carousel,Sports,India,Micro,61168,12287,2226,1711,87.0,104.0,0,3.63,2023-08-03
astark269,TikTok,Live,Fashion,USA,Micro,42519,12805,3898,1393,41.0,72.0,7861,3.95,2023-10-27
julia45510,Facebook,Story,Sports,Canada,Macro,489711,22384,4323,11147,768.0,618.0,0,2.22,2023-03-06
robertmoore81,TikTok,Story,Food,Japan,Nano,8589,982,161,320,15.0,18.0,2127,3.44,2024-08-26
kweiss90,YouTube,Image,Education,India,Micro,45142,25498,911,902,98.0,19.0,6990,2.04,2024-03-07
brandy71768,TikTok,Reel,Fitness,Brazil,Micro,94144,6729,144,4773,202.0,133.0,48615,6.63,2023-10-17
eddie54804,TikTok,Image,Sports,Japan,Micro,31342,2769,267,230,10.0,12.0,3083,0.83,2023-02-21
juliejohnson853,YouTube,Live,Gaming,Mexico,Macro,623628,25681,198,21430,2314.0,1487.0,194725,2.92,2023-09-03
ymedina452,Twitter,Carousel,Travel,India,Nano,8658,7583,4091,631,51.0,47.0,0,6.3,2023-11-20
yatesmackenzie835,Twitter,Video,Gaming,Australia,Macro,106453,1460,4513,4273,,69.0,0,5.65,2024-07-23
alyssaramos753,Instagram,Video,Fashion,Mexico,Micro,31106,7102,1782,2008,113.0,145.0,0,5.68,2024-09-19
murrayana286,TikTok,Reel,Fashion,UK,Micro,94260,27971,2743,3923,339.0,144.0,51065,4.41,2023-03-06
espinozaraymond884,Twitter,Story,Beauty,Australia,Nano,5927,2716,1309,71,5.0,5.0,0,1.33,2023-08-15
hartmankurt528,YouTube,Live,Gaming,Australia,Micro,96647,22678,2982,3368,119.0,235.0,45675,3.35,2024-09-26
acisneros284,Facebook,Story,Education,UK,Micro,86396,19942,3948,3408,364.0,226.0,0,3.25,2024-05-29
hperry47,Instagram,Carousel,Beauty,Brazil,Micro,76028,14156,614,4085,170.0,,0,5.82,2024-02-12
bensonsean53,Twitter,Live,Travel,Australia,Micro,54835,3380,4339,3666,215.0,98.0,0,5.33,2023-02-15
michaelaustin976,YouTube,Story,Music,India,Micro,35018,19162,406,1119,123.0,79.0,4058,3.12,2024-03-08
bwebster379,Instagram,Image,Travel,Japan,Micro,80731,32371,2680,2429,233.0,57.0,0,2.8,2023-10-28
jamescharles231,Facebook,Image,Beauty,Australia,Macro,279827,15475,2144,3103,307.0,70.0,0,1.33,2023-01-17
johnmartinez535,Facebook,Live,Beauty,USA,Micro,61196,15869,936,3494,235.0,254.0,0,4.55,2024-11-25
paul52911,TikTok,Carousel,Travel,Brazil,Micro,56437,11321,2026,2539,182.0,,9810,3.59,2024-04-09
karen72522,YouTube,Video,Gaming,,Micro,66321,19670,1736,3997,453.0,165.0,37659,4.74,2023-02-20
cookeanthony333,Twitter,Video,Fashion,France,Micro,29853,16611,1202,1961,175.0,132.0,0,6.92,2023-03-23
awilliamson935,Facebook,Reel,Beauty,Germany,Nano,2966,1806,3001,291,16.0,2.0,0,8.59,2024-10-06
yjohnson216,Twitter,Image,Music,UK,Nano,6459,4970,4635,279,24.0,21.0,0,4.73,2023-08-04
teresa61649,Instagram,Image,Sports,Mexico,Macro,226581,43285,83,4333,,97.0,0,1.55,2024-02-25
paul38952,TikTok,Image,Travel,Germany,Macro,171091,4533,4245,2210,127.0,136.0,18700,1.24,2024-02-09
smithtamara770,YouTube,Carousel,Travel,USA,Nano,4269,3619,2255,180,3.0,4.0,690,4.71,2023-12-07
robert64465,TikTok,Video,Tech,Canada,Nano,5519,2363,1749,629,24.0,21.0,7570,9.69,2024-02-26
moranjeffrey17,TikTok,Story,Fashion,Germany,Nano,5963,5614,2713,174,20.0,11.0,985,3.29,2024-03-14
andersonsusan601,Twitter,Reel,Music,India,Macro,300013,13067,2938,4241,193.0,317.0,0,1.87,2023-06-28
georgerhonda426,Facebook,Carousel,Beauty,UK,Nano,8307,7358,2128,618,68.0,16.0,0,5.86,2024-08-06
marycox756,Facebook,Carousel,Food,Brazil,Micro,27019,12717,2759,1454,105.0,71.0,0,4.24,2024-07-21
sheri69795,TikTok,Live,Gaming,Mexico,Macro,233700,8855,2818,3140,111.0,239.0,38208,1.84,2024-05-07
shannon70329,TikTok,Reel,Gaming,Australia,Nano,2657,1223,826,194,19.0,11.0,872,7.93,2024-07-24
jay95420,Instagram,Story,Sports,India,Micro,57293,21636,1749,853,,16.0,0,1.93,2024-06-22
john43495,Instagram,Reel,Education,Canada,Nano,7819,5260,4360,487,15.0,12.0,0,7.28,2024-11-03
nicholas04278,Instagram,Video,Gaming,Mexico,Micro,29697,10495,2345,1567,,22.0,0,7.02,2024-02-18
millerreginald824,TikTok,Story,Sports,Canada,Nano,6687,2308,3957,93,10.0,1.0,1227,1.33,2024-05-19
whitemichelle104,Instagram,Image,Fashion,Japan,Mega,5490547,27874,4206,118698,4786.0,3038.0,0,2.14,2023-06-16
dakota79534,YouTube,Story,Gaming,Australia,Micro,22424,15346,74,1085,114.0,30.0,9965,4.46,2024-02-07
briannaedwards668,TikTok,Carousel,Music,Japan,Nano,3618,2188,4524,214,22.0,6.0,3192,4.73,2023-02-12
jacobswilliam402,TikTok,Carousel,Sports,Canada,Nano,9558,3597,1171,684,68.0,46.0,2976,6.4,2024-11-22
maryparker214,Twitter,Image,Sports,Australia,Micro,13538,8689,3996,171,,1.0,0,1.77,2023-08-12
rgreen681,YouTube,Live,Gaming,Brazil,Nano,6445,3581,3596,692,83.0,44.0,8396,8.45,2024-04-30
leekimberly177,Instagram,Image,Sports,India,Macro,682575,10144,2121,625,54.0,29.0,0,0.1,2024-06-01
thomasadam954,Twitter,Image,Food,France,Nano,2433,1760,428,129,7.0,6.0,0,4.42,2024-11-19
utravis531,TikTok,Carousel,Beauty,,Nano,9644,8899,2432,351,25.0,17.0,4790,4.71,2024-09-25
sonya9655,TikTok,Video,Gaming,Canada,Micro,51703,1564,1032,2570,273.0,69.0,38334,6.35,2023-06-03
vwood860,Facebook,Story,Tech,UK,Micro,44799,34483,2082,171,,11.0,0,0.41,2023-09-27
contrerasisabel779,TikTok,Live,Gaming,Canada,Nano,4903,1204,3598,351,24.0,7.0,4966,8.19,2024-07-01
smckee585,Instagram,Image,Music,USA,Nano,1210,395,4319,42,4.0,0.0,0,2.84,2023-10-31
fprice614,TikTok,Carousel,Food,USA,Nano,5290,4569,2308,352,21.0,18.0,3556,6.42,2023-02-12
carlanderson671,Twitter,Live,Fitness,Mexico,Micro,44023,1643,4161,1846,46.0,127.0,0,4.54,2023-12-05
ruth8035,YouTube,Carousel,Music,Germany,Nano,2079,152,4824,148,11.0,6.0,845,5.62,2024-04-06
wrightmichael822,YouTube,Story,Fashion,UK,Macro,639985,31362,1102,4995,438.0,128.0,29564,1.08,2024-08-04
jamescasey348,Instagram,Carousel,Music,Canada,Nano,9000,8244,3488,524,21.0,37.0,0,4.85,2024-10-27
lemichael861,TikTok,Reel,Music,UK,Nano,1015,303,224,85,2.0,4.0,1158,8.89,2024-01-07
mitchellalexis755,Facebook,Reel,Gaming,UK,Nano,6169,1893,2929,832,48.0,52.0,0,10.48,2023-05-14
tricia43781,Facebook,Carousel,Education,Germany,Nano,6367,1308,52,297,11.0,12.0,0,4.83,2024-08-26
zacharyjacobs521,Facebook,Video,Fashion,,Macro,954071,8479,1209,40783,2423.0,1234.0,0,5.01,2024-11-13
fitzgeraldmegan956,TikTok,Story,Beauty,USA,Nano,6930,5842,1104,267,15.0,11.0,3187,4.2,2024-06-26
sthompson983,TikTok,Reel,Education,Canada,Micro,38201,23283,3454,1524,46.0,33.0,15278,4.96,2023-09-16
ncarter687,TikTok,Carousel,Travel,Canada,Nano,8292,5134,377,397,18.0,6.0,4036,4.01,2024-04-22
orozcobrandy358,Twitter,Carousel,Fitness,USA,Micro,17049,10718,4272,823,56.0,47.0,0,4.32,2023-05-13
kimberly54530,YouTube,Story,Education,USA,Micro,47943,31779,4567,405,18.0,22.0,2466,0.99,2024-05-11
jvelasquez241,TikTok,Reel,Food,USA,Macro,308362,49144,54,17201,882.0,278.0,249960,5.48,2023-01-29
rperez491,Instagram,Image,Education,UK,Nano,6976,4178,2889,256,9.0,17.0,0,3.88,2024-08-04
kirstensimpson300,TikTok,Image,Food,India,Micro,65823,30813,296,959,64.0,25.0,12443,1.68,2024-09-21
sarah30577,YouTube,Video,Tech,UK,Macro,938172,41090,1034,16872,1796.0,1096.0,157066,2.22,2023-10-21
oneillmitchell240,Twitter,Story,Music,Germany,Micro,43616,7594,4275,925,70.0,,0,2.96,2023-01-05
elizabethjohnson436,TikTok,Reel,Food,Germany,Micro,92060,11052,4942,5262,462.0,145.0,72880,5.25,2024-10-29
stevenharris138,Twitter,Reel,Fitness,Australia,Mega,8839538,6868,778,145870,6161.0,3647.0,0,2.0,2024-04-23
donaldvasquez780,Facebook,Live,Travel,France,Macro,698168,36078,3264,26443,937.0,1536.0,0,3.85,2023-11-17
vargastravis216,Instagram,Image,Fitness,Canada,Nano,2888,1490,2775,73,7.0,4.0,0,3.26,2024-06-21
xclark146,Twitter,Live,Education,France,Mega,3509445,22851,2937,69054,7347.0,2373.0,0,1.56,2024-08-01
nwilliamson53,Twitter,Live,Beauty,Germany,Nano,1034,880,4358,70,3.0,2.0,0,7.18,2024-06-29
prattkayla643,TikTok,Video,Sports,USA,Nano,7578,2790,1450,791,59.0,18.0,7144,10.42,2023-10-06
brenttodd311,YouTube,Carousel,Fitness,UK,Micro,26397,18604,4417,879,61.0,53.0,10642,4.67,2024-08-20
michael90737,Twitter,Story,Beauty,Brazil,Nano,4872,2877,2278,76,4.0,2.0,0,2.14,2024-03-05
brittany90269,Facebook,Image,Travel,Canada,Nano,3693,3553,2898,104,11.0,1.0,0,3.92,2024-09-30
gperez433,Twitter,Live,Music,Brazil,Macro,932586,40731,4377,26178,1128.0,,0,2.25,2024-03-08
aguilarsteven165,Facebook,Video,Sports,Canada,Mega,5651069,43591,2296,24597,2462.0,1876.0,0,0.39,2024-01-08
kristy44771,YouTube,Story,Beauty,Australia,Macro,270879,7809,56,2534,90.0,53.0,22357,1.21,2023-08-19
jenkinsstephanie440,TikTok,Reel,Travel,Australia,Micro,37621,11447,617,3268,360.0,117.0,36484,8.21,2024-08-11
gmeyer969,Twitter,Live,Fashion,Brazil,Nano,6351,384,4344,457,42.0,8.0,0,6.14,2023-11-18
erin1983,YouTube,Live,Travel,Australia,Macro,617230,16671,4879,9848,272.0,462.0,127736,1.77,2023-05-26
donnale29,Twitter,Reel,Fitness,Germany,Macro,981289,12346,2116,19493,411.0,831.0,0,2.2,2023-08-21
yarnold984,Instagram,Carousel,Education,France,Nano,6491,2424,3123,429,48.0,19.0,0,6.63,2024-09-11
brittany63253,Twitter,Reel,Music,USA,Nano,8094,893,1355,811,16.0,60.0,0,9.18,2023-12-19
deborah8281,TikTok,Image,Music,UK,Nano,9477,2329,2357,264,19.0,21.0,2085,3.65,2023-06-28
lisashah910,TikTok,Reel,Fitness,Mexico,Nano,6361,4328,3051,408,20.0,4.0,3651,7.54,2024-11-12
johnsonbrian927,Twitter,Live,Sports,Canada,Mega,7643221,40736,4839,156718,11913.0,11370.0,0,1.73,2024-04-08
daniel36441,Twitter,Image,Sports,Brazil,Nano,8682,670,1991,122,7.0,2.0,0,1.96,2024-03-15
jaimemann365,Facebook,Carousel,Food,Japan,Mega,1618936,30638,2706,20218,1119.0,1024.0,0,1.47,2023-02-01
isaiahrusso43,Facebook,Reel,Food,Japan,Nano,6945,6354,768,481,42.0,13.0,0,9.69,2024-02-15
myerscharles12,TikTok,Live,Fashion,India,Micro,84646,9612,1998,3365,113.0,188.0,32139,3.45,2023-01-16
robertjackson298,Twitter,Carousel,Beauty,Japan,Micro,45863,29790,4899,866,101.0,40.0,0,2.12,2023-05-30
karen47997,YouTube,Live,Tech,UK,Micro,62395,34266,1603,4115,182.0,262.0,14502,6.85,2023-06-20
hallmatthew623,TikTok,Story,Fashion,France,Macro,854603,15957,2931,1692,45.0,35.0,14206,0.17,2023-08-24
rosalesdavid391,TikTok,Live,Beauty,France,Micro,26554,25665,857,1722,53.0,56.0,18086,6.31,2023-09-04
clayrebecca857,TikTok,Image,Food,Mexico,Nano,7588,3425,2244,257,8.0,2.0,1754,3.66,2023-11-09
thomas46496,YouTube,Story,Food,Brazil,Macro,241210,3306,265,1359,112.0,53.0,15455,0.71,2023-11-10
castillorachel946,Facebook,Image,Gaming,Germany,Macro,584088,8862,3312,9851,948.0,195.0,0,1.97,2024-02-24
hannah796,Instagram,Story,Music,Mexico,Mega,9467789,39405,2890,11378,1306.0,427.0,0,0.1,2024-03-24
cespinoza95,TikTok,Live,Travel,USA,Micro,43688,6444,4780,2641,61.0,144.0,16969,5.11,2023-06-06
steindaniel258,TikTok,Video,Education,USA,Nano,2296,724,1357,222,21.0,14.0,1423,9.14,2024-02-29
kennethmarsh472,YouTube,Video,Fitness,Canada,Micro,65844,28579,1538,2700,234.0,30.0,10115,5.02,2023-01-31
helen30883,YouTube,Carousel,Sports,France,Nano,2866,449,722,124,14.0,8.0,1731,6.16,2023-02-10
shirley71794,Twitter,Carousel,Education,France,Micro,98506,5300,600,3361,132.0,264.0,0,3.64,2024-10-09
frazierjennifer660,TikTok,Reel,Travel,Germany,Nano,4933,874,3297,399,39.0,22.0,2443,8.45,2024-06-29
sarahferguson769,TikTok,Carousel,Gaming,India,Macro,638236,561,2606,3445,396.0,50.0,22290,0.71,2023-01-25
richard20537,Twitter,Reel,Tech,Japan,Macro,195225,44577,1883,9018,932.0,259.0,0,5.15,2024-02-19
tina32903,TikTok,Reel,Travel,Canada,Micro,48162,4810,240,3460,390.0,193.0,46393,6.99,2024-11-28
michaelguzman963,Instagram,Live,Tech,France,Macro,689333,24430,4638,22906,715.0,1473.0,0,3.86,2023-02-08
marksmith174,YouTube,Carousel,Tech,Mexico,Mega,6211231,29313,3083,56048,4696.0,1340.0,180703,0.93,2023-11-29
mjohnson467,TikTok,Carousel,Tech,Brazil,Nano,2490,670,2280,99,4.0,4.0,871,3.68,2024-08-15
alan43983,Facebook,Reel,Fashion,Mexico,Micro,82840,2054,1154,7452,420.0,506.0,0,8.28,2024-06-24
amanda03653,Facebook,Carousel,Beauty,,Micro,72392,15359,3377,3193,65.0,147.0,0,3.89,2023-03-19
susanlee977,Facebook,Image,Tech,Canada,Nano,6330,4032,4242,181,11.0,11.0,0,2.94,2024-02-17
watkinsleslie205,Instagram,Carousel,Sports,USA,Macro,776248,36133,4110,20048,2027.0,1410.0,0,2.66,2024-03-15
brianbell656,TikTok,Story,Beauty,Mexico,Nano,2173,1691,3947,60,4.0,4.0,458,3.8,2024-09-04
warrenjoshua662,YouTube,Reel,Music,Canada,Macro,746052,21863,3223,24245,683.0,829.0,102134,3.21,2024-02-24
seth2345,Facebook,Video,Education,UK,Macro,304109,16250,2716,12007,1081.0,342.0,0,5.13,2024-04-26
angelahudson923,YouTube,Reel,Music,Mexico,Macro,287468,3401,1374,9579,987.0,753.0,67797,4.54,2023-10-19
williamreyes843,Instagram,Story,Food,Germany,Mega,6751783,46690,539,7481,183.0,324.0,0,0.1,2023-02-25
gortiz888,TikTok,Reel,Beauty,Australia,Nano,2598,1164,4387,209,20.0,4.0,2398,7.83,2024-11-12
epowell770,Instagram,Image,Beauty,Japan,Micro,19183,16256,40,691,55.0,31.0,0,3.79,2023-11-03
dsmith685,Instagram,Image,Food,India,Micro,89202,45976,2976,98,,2.0,0,0.1,2023-09-27
lesliejordan427,YouTube,Reel,Education,UK,Micro,64447,30045,2266,3462,116.0,106.0,34981,5.76,2024-03-24
christophernelson485,Facebook,Image,Fitness,Japan,Micro,79340,26895,1176,911,23.0,56.0,0,0.92,2023-01-13
valerierandall35,Facebook,Carousel,Fitness,Brazil,Micro,16162,3842,2633,392,16.0,25.0,0,3.39,2023-09-24
vrodriguez639,Facebook,Video,Gaming,Brazil,Macro,511953,1569,4901,13810,741.0,539.0,0,3.24,2023-06-14
zcruz158,YouTube,Video,Food,Brazil,Macro,209996,25017,4196,6889,305.0,334.0,40206,3.17,2023-04-19
perezrebecca438,Twitter,Reel,Education,India,Micro,45116,17066,1481,1756,170.0,127.0,0,5.28,2024-11-28
scott37359,Facebook,Image,Fashion,,Macro,185411,39141,2303,273,20.0,15.0,0,0.12,2024-02-28
dhubbard97,Facebook,Carousel,Travel,Germany,Macro,696735,4793,2687,41301,3679.0,1528.0,0,4.91,2023-08-09
yfoster412,YouTube,Image,Food,India,Micro,11659,11439,3734,650,27.0,14.0,5545,4.88,2023-11-04
richardsondaniel268,YouTube,Story,Fitness,Canada,Nano,5813,1292,51,61,3.0,3.0,348,1.01,2023-04-15
barkerdanielle426,Twitter,Story,Sports,Australia,Micro,38435,27921,4232,1242,109.0,87.0,0,3.55,2024-09-07
ntucker220,Instagram,Reel,Fashion,UK,Mega,8845641,1422,722,150145,8250.0,7505.0,0,1.46,2024-06-22
vhutchinson946,TikTok,Video,Gaming,Australia,Macro,210294,34895,3027,5659,497.0,242.0,79969,3.76,2024-08-25
tbutler615,TikTok,Reel,Education,Brazil,Mega,6720540,49323,2265,101976,3809.0,5155.0,824656,1.87,2023-03-30
smithdebra369,Instagram,Reel,Fitness,France,Micro,17049,12114,4789,635,22.0,23.0,0,5.15,2023-01-26
richcraig444,Instagram,Video,Sports,Germany,Micro,51618,29166,4230,4399,348.0,133.0,0,7.78,2023-06-21
david4630,Facebook,Carousel,Travel,USA,Nano,1058,923,1914,76,7.0,0.0,0,5.91,2024-03-20
shawnkelley553,TikTok,Video,Education,USA,Nano,7367,3579,2003,578,31.0,45.0,6912,9.03,2024-08-26
leekaren853,TikTok,Video,Tech,Germany,Micro,31589,6187,4893,1824,98.0,95.0,20834,5.03,2023-08-21
vmason989,Instagram,Live,Fitness,UK,Macro,501431,31042,1785,5903,330.0,361.0,0,1.63,2024-05-28
goodmanjames756,TikTok,Live,Music,Japan,Nano,8069,4302,2528,312,16.0,3.0,2897,5.23,2023-02-01
dstanley174,YouTube,Live,Fashion,Canada,Macro,734042,18229,3094,15195,391.0,781.0,96340,2.71,2024-07-09
karenfowler601,Twitter,Carousel,Fitness,Brazil,Mega,8818766,20075,3677,11157,347.0,603.0,0,0.1,2023-10-09
travis84866,Facebook,Live,Gaming,,Micro,38480,30239,628,2294,145.0,85.0,0,4.63,2023-06-21
aaron01970,Twitter,Story,Fitness,India,Nano,9593,2858,3675,425,24.0,7.0,0,4.04,2024-07-18
morgan4551,Facebook,Video,Fitness,Japan,Micro,45942,16509,1419,4619,129.0,248.0,0,8.04,2023-05-24
nstevens73,YouTube,Story,Music,Mexico,Micro,56938,11611,3781,1034,104.0,72.0,4610,1.61,2023-08-21
evan51318,YouTube,Story,Travel,Germany,Nano,8456,1085,3487,155,4.0,4.0,1643,2.3,2023-03-10
paul51256,Instagram,Reel,Tech,India,Macro,748544,25054,4553,38332,1543.0,2895.0,0,5.5,2023-09-16
grayann207,Facebook,Reel,Gaming,India,Macro,102501,116,4406,5040,524.0,,0,3.86,2023-09-06
wmartinez942,Instagram,Image,Fitness,Mexico,Nano,6857,5406,4591,233,27.0,3.0,0,3.45,2024-09-14
carlolson211,Instagram,Video,Beauty,Germany,Macro,432333,43614,4634,10350,1042.0,226.0,0,1.89,2023-12-02
melissamarsh378,Facebook,Story,Sports,France,Mega,8549295,6169,2200,82113,6903.0,873.0,0,1.01,2024-08-14
jenniferglass601,Facebook,Video,Travel,France,Micro,86345,49938,4492,4826,183.0,101.0,0,7.6,2023-05-17
jasonford672,TikTok,Image,Music,Australia,Nano,9052,669,2470,265,7.0,15.0,1172,3.08,2024-05-25
wattsjustin695,YouTube,Video,Fashion,Japan,Micro,31509,29772,4714,2029,139.0,85.0,29911,6.95,2023-10-24
willieclayton763,YouTube,Carousel,Food,India,Macro,237637,5716,1652,4099,367.0,184.0,42021,1.72,2023-03-24
tracyhenderson437,Instagram,Carousel,Education,Canada,Micro,49993,18363,3563,2289,169.0,156.0,0,3.74,2024-11-16
mnavarro338,Facebook,Carousel,Beauty,Mexico,Nano,2858,2207,2393,87,5.0,2.0,0,2.77,2024-08-08
susanbailey822,TikTok,Video,Fitness,Japan,Nano,1302,1109,1793,138,4.0,8.0,1456,9.33,2024-09-01
vanessa57411,YouTube,Image,Education,Japan,Micro,27460,23866,2431,1180,82.0,32.0,9841,3.8,2023-07-14
grantpatrick129,Twitter,Live,Fitness,Germany,Macro,550247,27576,3288,11120,402.0,601.0,0,1.94,2023-02-17
rubenpotter542,Facebook,Story,Education,USA,Macro,701237,15876,1039,5629,182.0,158.0,0,0.96,2024-06-21
joseph48310,Instagram,Reel,Food,Mexico,Micro,62742,21991,4351,2639,132.0,131.0,0,5.03,2023-06-03
woodjill953,YouTube,Story,Fashion,Canada,Nano,8660,1934,1548,266,9.0,19.0,2924,2.83,2023-09-23
arivera839,YouTube,Story,Gaming,Canada,Micro,56831,49002,1391,787,25.0,,9561,1.39,2024-05-19
karenlee245,Instagram,Story,Education,France,Nano,6315,4712,153,59,5.0,4.0,0,1.27,2023-04-27
mckenzie81680,Twitter,Live,Travel,Canada,Micro,89167,15779,2117,7432,834.0,173.0,0,6.55,2024-05-19
daniellandry419,YouTube,Live,Education,Australia,Micro,37795,9526,2021,2032,212.0,102.0,26259,6.06,2023-12-11
jacqueline27970,Facebook,Reel,Sports,Germany,Mega,7679530,47093,4193,96482,6191.0,4104.0,0,1.22,2023-12-28
robertanderson598,Facebook,Image,Sports,India,Micro,71359,13753,4272,1686,176.0,92.0,0,3.24,2024-01-04
natashagoodman738,TikTok,Reel,Food,Germany,Micro,54192,37779,398,4370,365.0,137.0,14761,6.58,2024-10-30
pateltiffany355,TikTok,Reel,Sports,Mexico,Mega,1209880,49248,3643,41933,2743.0,981.0,135244,2.71,2024-03-29
kimberlymedina848,Instagram,Video,Tech,Mexico,Mega,1871967,37355,2781,3159,,104.0,0,0.13,2024-01-28
nicolewilson687,Facebook,Carousel,Food,Japan,Nano,9059,8406,868,630,13.0,31.0,0,6.97,2024-01-19
robert65284,Twitter,Story,Travel,Mexico,Micro,27312,19009,4912,196,5.0,14.0,0,0.97,2023-06-15
oschneider983,YouTube,Live,Education,Canada,Macro,985943,31441,254,27115,634.0,738.0,99266,2.27,2023-03-31
patricia35557,TikTok,Image,Tech,Australia,Micro,16019,3733,2256,1059,67.0,39.0,13433,5.81,2024-04-11
vfranco47,Facebook,Carousel,Beauty,Australia,Nano,3109,3107,3762,227,27.0,,0,6.12,2024-03-14
jeremy89689,YouTube,Video,Gaming,France,Nano,8373,2276,4737,937,51.0,14.0,5281,9.14,2023-03-15
todd4869,Twitter,Live,Education,USA,Micro,82140,47014,2136,2356,154.0,121.0,0,2.3,2023-05-05
robinsonscott17,TikTok,Video,Education,Brazil,Nano,2637,1800,2878,333,29.0,20.0,4865,11.27,2024-05-06
richard77136,TikTok,Carousel,Gaming,Mexico,Mega,8533249,21982,3246,10437,430.0,320.0,144281,0.1,2023-05-15
cheryllewis832,YouTube,Video,Travel,India,Macro,446708,23648,308,13536,573.0,980.0,130589,2.4,2023-06-10
josevincent574,Instagram,Image,Fitness,Australia,Mega,3934625,28850,1345,21849,969.0,353.0,0,0.47,2023-01-11
jessicahamilton358,Facebook,Story,Education,India,Nano,5518,3980,3812,200,16.0,2.0,0,4.1,2023-10-25
josephcowan902,YouTube,Reel,Beauty,Brazil,Micro,63070,35704,1589,4467,231.0,,40287,6.87,2023-06-10
erin35755,Twitter,Story,Gaming,Japan,Macro,499597,37254,101,3265,153.0,123.0,0,0.71,2023-02-14
davenportmatthew194,Instagram,Live,Gaming,Brazil,Micro,45148,3726,2197,2545,278.0,123.0,0,5.32,2024-06-17
wrighterin551,Twitter,Live,Education,Germany,Nano,5386,5237,3606,280,20.0,9.0,0,6.48,2023-12-06
tsharp336,Facebook,Live,Fitness,Japan,Micro,26382,7811,3565,1387,81.0,104.0,0,5.12,2023-09-20
ashley38649,Twitter,Story,Beauty,USA,Micro,59240,24912,4075,1118,86.0,22.0,0,1.74,2023-07-05
groy962,Twitter,Reel,Fitness,UK,Micro,53432,9190,3540,2815,219.0,207.0,0,7.1,2023-05-14
ruben18186,Twitter,Reel,Travel,France,Nano,8839,8353,3903,607,47.0,10.0,0,9.8,2023-11-03
mmcgee158,Facebook,Image,Travel,UK,Nano,9364,7791,1740,349,22.0,15.0,0,4.43,2024-11-27
anne60792,Instagram,Live,Gaming,India,Nano,5895,1541,4177,474,38.0,30.0,0,6.77,2023-03-08
msmith658,Instagram,Image,Fitness,Canada,Mega,8072072,36372,3618,130103,6923.0,2539.0,0,1.75,2023-03-14
finleyshannon642,Facebook,Carousel,Education,USA,Micro,62356,21807,1611,2017,136.0,106.0,0,3.85,2023-06-21
pamela35429,Facebook,Reel,Fashion,Mexico,Micro,13794,8742,1751,480,32.0,21.0,0,4.64,2024-10-26
jdavila974,Facebook,Video,Food,Brazil,Nano,9829,4638,4964,760,44.0,45.0,0,9.12,2024-06-05
jonesvanessa370,YouTube,Story,Food,Japan,Macro,417308,46755,4580,3812,255.0,154.0,23145,1.0,2023-07-09
fcollins463,Facebook,Reel,Food,USA,Micro,75093,24130,3679,3995,363.0,87.0,0,7.03,2024-09-23
kristinacameron881,TikTok,Reel,Music,France,Mega,5988187,40368,2207,81137,4943.0,3322.0,348911,1.72,2023-11-27
riveramaria161,TikTok,Image,Fashion,Mexico,Micro,96880,12721,4173,1101,23.0,55.0,9967,1.19,2023-11-08
jacosta207,Facebook,Video,Food,UK,Micro,92252,10054,4479,5845,457.0,352.0,0,6.67,2024-05-23
hdiaz452,Instagram,Image,Beauty,India,Nano,8815,539,2815,299,13.0,15.0,0,3.98,2024-08-23
jasonbrooks104,Facebook,Story,Gaming,Brazil,Nano,5289,4201,4134,169,11.0,2.0,0,2.62,2023-09-02
james96821,Facebook,Image,Gaming,Australia,Nano,4303,2318,2409,179,17.0,2.0,0,4.94,2023-05-16
kathleenluna634,Twitter,Reel,Music,India,Micro,71479,19206,1710,3687,279.0,87.0,0,7.16,2024-03-20
ecooke629,Instagram,Image,Beauty,France,Micro,20085,14315,74,361,39.0,4.0,0,1.93,2024-07-27
gabrielle64651,Facebook,Video,Travel,UK,Micro,18345,1710,4180,761,79.0,49.0,0,5.86,2024-01-22
christina66213,Twitter,Image,Sports,UK,Nano,2715,1631,2904,76,2.0,2.0,0,2.59,2024-11-01
ryan15630,TikTok,Reel,Sports,Mexico,Micro,98085,46535,4379,8144,751.0,251.0,103338,6.78,2023-09-02
durankatelyn37,Instagram,Story,Beauty,UK,Nano,5181,1717,4744,262,20.0,8.0,0,4.14,2024-11-23
