username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
jacksonkyle407,Facebook,Reel,Education,India,Macro,810265,2171,2145,41346,3584,742,0,3.95,2024-05-20,High,Macro
kpetersen267,TikTok,Video,Tech,Japan,Micro,93953,23461,3762,6361,584,498,87114,5.73,2023-09-12,High,Micro
sreyes609,TikTok,Reel,Tech,Mexico,Nano,5947,1357,4367,550,28,38,2366,8.41,2023-02-23,Viral,Nano
brandongarcia236,TikTok,Reel,Gaming,India,Micro,65955,5588,3555,3449,407,232,38076,5.4,2023-08-12,High,Micro
katie52659,TikTok,Carousel,Food,Germany,Micro,86022,9912,4819,3122,243,192,17034,3.01,2023-10-21,High,Micro
barnesjustin528,Facebook,Image,Education,Brazil,Macro,770222,5607,1850,12019,432,160,0,1.43,2024-11-06,Medium,Macro
victoriapowell414,Twitter,Reel,Fitness,Germany,Macro,569777,13168,3699,17225,1096,806,0,2.98,2023-04-10,Medium,Macro
dana27352,Facebook,Carousel,Fitness,USA,Micro,28753,16626,682,944,75,71,0,3.51,2023-04-27,High,Micro
daviscrystal548,YouTube,Live,Sports,Canada,Micro,45144,38305,539,2341,51,146,9192,4.08,2024-09-08,High,Micro
williamsmaurice537,TikTok,Live,Food,USA,Mega,5842871,1964,2551,93626,2620,1795,1285300,2.0,2023-06-20,Medium,Mega
erichall31,TikTok,Story,Sports,Brazil,Micro,13926,3766,2271,523,13,13,4411,3.63,2023-02-07,High,Micro
erikware469,TikTok,Live,Sports,UK,Nano,1598,631,2949,141,4,9,677,7.37,2024-10-17,Viral,Nano
david92846,YouTube,Reel,Travel,USA,Micro,16892,8899,442,1214,25,49,10086,7.14,2024-01-03,Viral,Micro
cody24828,Twitter,Story,Fashion,Brazil,Micro,97916,10503,4337,71,7,2,0,0.1,2023-10-14,Low,Micro
benjamin03244,Facebook,Story,Education,Japan,Mega,2320311,45579,4256,17321,1732,515,0,0.73,2023-06-02,Low,Mega
robert66391,TikTok,Story,Gaming,India,Micro,94302,14898,1183,255,17,15,1212,0.33,2023-08-03,Low,Micro
mario85939,Instagram,Video,Travel,Canada,Macro,659633,10697,3552,11884,1078,509,0,1.83,2024-01-18,Medium,Macro
marnold361,TikTok,Story,Education,India,Macro,155281,33815,2300,161,7,2,1208,0.1,2024-10-07,Low,Macro
ymeyer633,Twitter,Live,Fashion,USA,Micro,65406,28900,3733,4180,315,264,0,6.38,2023-11-11,Viral,Micro
hholland948,Twitter,Carousel,Travel,Mexico,Nano,4718,4713,4684,353,39,25,0,6.9,2024-07-08,Viral,Nano
lori42224,Twitter,Video,Beauty,Australia,Macro,932376,25852,1560,47031,5569,3325,0,3.89,2024-11-21,High,Macro
michelegibson310,Twitter,Video,Education,USA,Micro,52197,7718,3313,2541,189,106,0,4.76,2023-12-12,High,Micro
atran906,TikTok,Reel,Beauty,Japan,Micro,60524,13787,938,3965,162,93,45487,5.7,2023-05-24,High,Micro
fbrown457,YouTube,Image,Fashion,Germany,Mega,4071556,36078,4685,37965,1635,1959,556645,1.23,2024-07-04,Medium,Mega
wrivera645,Facebook,Live,Travel,Australia,Macro,893349,46080,3674,19640,847,657,0,2.91,2024-05-21,Medium,Macro
frank8715,Twitter,Live,Beauty,Mexico,Nano,3928,2635,1073,207,16,0,0,4.99,2024-03-30,High,Nano
scottkline619,TikTok,Carousel,Education,Germany,Macro,794221,39547,2440,8928,465,666,127159,1.09,2023-08-20,Medium,Macro
cgarcia732,YouTube,Story,Tech,Brazil,Macro,531473,28453,1220,4566,433,244,43616,0.82,2023-01-20,Low,Macro
kimberly13424,YouTube,Image,Music,Brazil,Macro,554779,4697,3324,13267,1256,906,71439,2.08,2024-11-20,Medium,Macro
tamaramacdonald617,Instagram,Story,Fitness,France,Macro,541037,33203,892,407,35,13,0,0.1,2024-09-16,Low,Macro
tammy1866,TikTok,Live,Tech,Mexico,Nano,4865,4381,2819,251,20,15,2498,7.01,2023-02-12,Viral,Nano
austin75939,Instagram,Live,Music,Mexico,Macro,821867,47766,1221,17573,364,370,0,2.87,2024-11-19,Medium,Macro
jeffwood257,Twitter,Carousel,Education,Canada,Nano,1567,112,1022,80,8,2,0,6.78,2023-10-03,Viral,Nano
samanthalara134,YouTube,Carousel,Travel,Australia,Nano,5369,2253,4506,374,18,24,3371,6.59,2024-08-20,Viral,Nano
jtaylor721,Facebook,Live,Travel,USA,Nano,2077,121,777,151,16,7,0,7.9,2024-08-14,Viral,Nano
smithjessica860,YouTube,Image,Fitness,USA,Nano,3499,932,3205,129,6,4,885,2.88,2024-03-09,Medium,Nano
williamsjohn547,Facebook,Carousel,Fitness,USA,Mega,8860923,40141,4433,10420,696,419,0,0.1,2024-10-10,Low,Mega
carolynmorgan972,Twitter,Live,Tech,Mexico,Mega,3102815,32370,4816,40475,889,886,0,1.15,2023-03-01,Medium,Mega
bakermark491,Instagram,Live,Fitness,USA,Nano,1476,1401,4862,126,14,4,0,8.4,2023-04-29,Viral,Nano
eortiz844,Twitter,Story,Tech,France,Macro,435527,1813,4219,13795,1506,940,0,2.57,2023-01-26,Medium,Macro
ericasanchez778,TikTok,Carousel,Gaming,Mexico,Nano,1705,1072,723,113,9,0,792,6.61,2023-02-20,Viral,Nano
juliabraun303,TikTok,Reel,Travel,India,Macro,969034,14803,3176,35124,2609,1436,496786,3.76,2023-09-18,High,Macro
pricemichelle846,Instagram,Image,Travel,Brazil,Micro,95473,14242,498,2168,81,161,0,3.1,2023-09-02,High,Micro
melissaturner207,YouTube,Carousel,Music,UK,Nano,1384,1069,3041,67,4,3,797,5.09,2024-06-27,High,Nano
jennifer32587,YouTube,Story,Gaming,India,Nano,7234,4891,2503,123,5,8,693,2.24,2024-05-30,Medium,Nano
johnsonjoshua683,YouTube,Carousel,Beauty,France,Micro,47532,3799,1898,3089,255,0,16526,5.96,2023-02-15,High,Micro
owenscheyenne824,TikTok,Story,Food,Canada,Nano,9413,2590,1037,154,6,1,2075,1.27,2024-09-02,Medium,Nano
michaeladams714,Facebook,Carousel,Sports,USA,Mega,5218981,4504,1760,196248,12623,4652,0,3.23,2023-07-29,High,Mega
nwhite774,Facebook,Reel,Beauty,France,Micro,82274,739,1130,4130,354,0,0,5.55,2023-11-01,High,Micro
pjackson102,Twitter,Live,Sports,UK,Micro,58440,26065,2303,2825,299,217,0,6.54,2024-08-31,Viral,Micro
curtiscardenas432,TikTok,Reel,Food,UK,Nano,5347,249,2259,269,0,19,3805,6.95,2024-10-29,Viral,Nano
baileymelissa98,Instagram,Video,Fashion,Canada,Macro,868160,20350,1989,31068,962,2329,0,4.3,2023-06-29,High,Macro
crystalsmith815,TikTok,Carousel,Travel,Brazil,Macro,924340,8703,2691,11577,1304,279,103402,1.28,2023-04-13,Medium,Macro
joshuataylor190,YouTube,Live,Tech,Germany,Mega,1789436,35470,2747,1287,65,30,16820,0.1,2023-02-16,Low,Mega
hillrachel575,YouTube,Story,Education,Germany,Nano,9692,4379,4243,271,15,14,4008,2.66,2024-10-05,Medium,Nano
erikhammond897,Instagram,Live,Tech,Japan,Micro,24489,9830,4192,1631,128,115,0,6.16,2023-10-13,Viral,Micro
ghendrix849,TikTok,Reel,Education,,Mega,9135589,40579,1638,92229,5682,6000,1176751,0.93,2024-01-13,Low,Mega
aramos371,Instagram,Carousel,Education,India,Macro,952393,827,1902,3130,286,192,0,0.36,2023-04-25,Low,Macro
rlam624,Facebook,Story,Music,UK,Micro,77698,13618,4044,1175,57,31,0,1.54,2023-05-27,Medium,Micro
lopezjeremiah812,Instagram,Image,Fashion,India,Micro,10972,304,2464,232,6,4,0,2.54,2024-07-04,Medium,Micro
john47926,Twitter,Image,Food,Japan,Mega,5233733,3989,1929,79836,7500,6077,0,1.52,2024-10-11,Medium,Mega
ann22669,Twitter,Carousel,Beauty,India,Macro,255003,36689,4378,10411,785,489,0,3.3,2024-04-13,High,Macro
johnsonronald547,Instagram,Story,Beauty,Canada,Micro,13780,2099,3979,216,21,14,0,1.58,2023-05-26,Medium,Micro
jennifer56625,TikTok,Reel,Music,Japan,Nano,9896,3752,4313,1039,26,80,5196,10.87,2023-11-16,Viral,Nano
lisawhite124,TikTok,Image,Tech,Australia,Mega,5907376,17290,1489,47865,2774,1627,329535,1.13,2023-09-11,Medium,Mega
tiffany06231,Instagram,Story,Food,Canada,Micro,46621,16690,771,649,60,43,0,1.23,2024-04-30,Medium,Micro
larsonchristopher154,Twitter,Live,Fitness,Mexico,Nano,5246,1753,550,302,21,4,0,5.27,2024-02-21,High,Nano
juliancooper774,Instagram,Live,Fitness,Japan,Nano,4548,3967,2035,284,18,18,0,6.88,2023-12-22,Viral,Nano
christineconley579,Twitter,Image,Fitness,Canada,Nano,5344,1007,3732,141,15,4,0,3.44,2023-09-15,High,Nano
cassandra21786,YouTube,Image,Travel,Mexico,Macro,534195,7068,2131,12678,928,451,54020,2.59,2023-07-04,Medium,Macro
josephramirez233,Twitter,Carousel,Beauty,Australia,Nano,7741,1330,4958,444,48,0,0,6.31,2023-07-14,Viral,Nano
allen22885,Twitter,Live,Travel,Japan,Nano,4296,903,1490,229,26,10,0,5.78,2024-10-26,High,Nano
danahicks705,Instagram,Story,Beauty,Canada,Nano,1339,544,3225,29,2,2,0,2.61,2024-01-03,Medium,Nano
zvilla934,TikTok,Reel,Fitness,Australia,Nano,5771,914,1187,579,34,25,4000,9.45,2023-06-20,Viral,Nano
william34960,Facebook,Story,Education,Germany,Macro,747672,40276,2193,16882,1753,860,0,2.73,2024-09-05,Medium,Macro
shannon92978,YouTube,Carousel,Travel,Mexico,Macro,452284,46300,1235,17833,648,309,122974,3.23,2023-03-25,High,Macro
sheltonstephanie719,Facebook,Story,Sports,UK,Mega,9013241,27125,765,96307,3934,1403,0,1.45,2023-05-04,Medium,Mega
lynnwright749,Twitter,Live,Education,France,Micro,18782,9277,207,828,56,50,0,5.02,2024-03-29,High,Micro
pbrooks227,Twitter,Story,Education,Mexico,Nano,8130,2104,2248,182,10,11,0,2.87,2024-02-15,Medium,Nano
larry01681,Instagram,Video,Education,Mexico,Micro,32663,19164,4561,2181,90,139,0,8.1,2023-07-29,Viral,Micro
ryanwilliams449,TikTok,Reel,Travel,Mexico,Nano,2776,681,3156,195,12,14,827,7.04,2024-05-03,Viral,Nano
rjohnson460,YouTube,Carousel,Food,India,Micro,99859,34396,3384,4164,348,176,27426,3.54,2023-10-29,High,Micro
davisdenise968,Facebook,Live,Fitness,Australia,Macro,900067,42761,3275,19473,708,513,0,1.77,2024-09-16,Medium,Macro
thomasdavis848,Instagram,Story,Education,Mexico,Macro,239191,42528,1913,3363,248,241,0,1.35,2024-04-08,Medium,Macro
vmiller117,Twitter,Image,Sports,Japan,Micro,58778,23774,3719,1881,82,20,0,4.12,2023-10-10,High,Micro
pollardstephanie510,YouTube,Story,Travel,Canada,Micro,22808,246,1083,156,8,3,1486,0.93,2023-01-13,Low,Micro
gbarr566,Twitter,Live,Sports,Canada,Macro,663123,27248,3071,734,23,33,0,0.1,2023-06-25,Low,Macro
oroach576,Instagram,Image,Music,India,Nano,3941,2953,693,146,7,5,0,3.35,2024-01-04,High,Nano
daniel40203,Twitter,Reel,Gaming,UK,Macro,472103,35783,1799,26310,2668,813,0,4.34,2023-06-29,High,Macro
deborahwells999,Facebook,Carousel,Fashion,Mexico,Micro,25519,13378,3738,955,56,49,0,4.61,2024-03-31,High,Micro
ycobb50,TikTok,Image,Education,Brazil,Macro,695461,1792,3753,13991,646,194,156495,1.95,2023-06-08,Medium,Macro
deborahmartinez514,Facebook,Image,Gaming,Germany,Macro,507272,30201,3392,6208,624,317,0,1.1,2023-04-24,Medium,Macro
murraymark412,Facebook,Video,Gaming,Japan,Micro,74240,1983,386,3159,288,192,0,5.07,2024-04-26,High,Micro
whitneyortiz352,Twitter,Live,Fashion,India,Nano,1224,730,3533,68,7,3,0,7.82,2023-09-12,Viral,Nano
michellelewis174,TikTok,Image,Tech,India,Micro,23294,20854,1533,305,14,10,3491,1.64,2023-01-24,Medium,Micro
pittmanchristina426,TikTok,Carousel,Fashion,Mexico,Nano,2306,1448,1314,237,18,9,1453,8.38,2023-11-24,Viral,Nano
wreynolds693,Facebook,Story,Travel,Japan,Micro,88901,26813,1457,2618,59,136,0,2.33,2024-01-15,Medium,Micro
ugarcia964,Twitter,Image,Fashion,Brazil,Macro,204154,19721,838,1317,52,14,0,0.74,2024-01-10,Low,Macro
rhodessean229,Facebook,Story,Sports,Germany,Micro,88605,37803,4906,892,90,10,0,0.92,2023-05-12,Low,Micro
sharon56728,Twitter,Video,Fashion,Germany,Micro,17712,8419,3468,1146,98,29,0,6.49,2024-01-30,Viral,Micro
timothy10985,Facebook,Story,Education,Canada,Micro,13366,13141,3783,147,4,8,0,1.36,2023-07-15,Medium,Micro
qreese236,Facebook,Live,Education,France,Nano,9307,3057,2071,887,73,22,0,8.54,2023-02-25,Viral,Nano
wardbarry747,Facebook,Live,Education,Australia,Nano,9418,3273,2108,490,11,35,0,7.42,2024-03-03,Viral,Nano
jeremiahponce397,Facebook,Carousel,Fitness,USA,Macro,962399,1019,1165,10574,0,257,0,1.28,2024-07-18,Medium,Macro
michael65449,TikTok,Story,Gaming,UK,Micro,34900,19653,1886,1728,79,76,6572,3.92,2023-10-19,High,Micro
ricky75182,TikTok,Reel,Education,France,Macro,609961,21947,902,16740,1509,266,176386,3.3,2023-03-30,High,Macro
sanchezcarrie725,TikTok,Image,Tech,USA,Macro,580442,7580,3274,14293,505,1124,181859,2.36,2023-07-29,Medium,Macro
danielle11270,Instagram,Video,Beauty,Japan,Micro,45506,3755,2230,2068,134,91,0,5.87,2023-12-04,High,Micro
nathanweiss135,Instagram,Image,Tech,Japan,Nano,1091,1050,2630,58,6,4,0,4.28,2024-08-15,High,Nano
briandrake420,YouTube,Story,Music,Brazil,Nano,3484,2834,2082,75,7,1,643,2.77,2024-06-10,Medium,Nano
lewisjoshua453,Instagram,Reel,Tech,Mexico,Nano,1571,786,2257,94,6,2,0,6.37,2024-09-21,Viral,Nano
nancy07548,YouTube,Story,Beauty,France,Micro,75434,31088,1275,3299,145,120,44533,4.07,2023-10-31,High,Micro
vickieanderson905,Twitter,Reel,Beauty,Japan,Mega,2603645,39824,3354,70874,7372,5631,0,3.49,2023-06-11,High,Mega
tyrone55217,Instagram,Video,Fashion,Mexico,Macro,322347,31029,3210,7517,794,251,0,3.12,2023-04-18,High,Macro
jonesjaclyn635,TikTok,Video,Food,UK,Micro,92823,36207,1750,5008,521,73,31251,5.28,2024-04-06,High,Micro
smithfrank793,Twitter,Carousel,Beauty,Germany,Mega,1722689,22113,4250,34867,1825,986,0,1.71,2024-10-09,Medium,Mega
jasonking786,Instagram,Reel,Sports,India,Micro,85959,38013,4974,6077,410,285,0,6.04,2023-11-08,Viral,Micro
amy76540,TikTok,Video,Gaming,India,Nano,7359,497,2528,773,87,38,5712,10.03,2024-08-02,Viral,Nano
marktran212,Facebook,Story,Fashion,UK,Mega,9339038,6025,4130,70398,2773,0,0,0.77,2023-08-14,Low,Mega
blowe648,YouTube,Reel,Education,Australia,Nano,3311,2988,838,318,24,11,3017,9.25,2024-08-25,Viral,Nano
ryanjohn777,Instagram,Image,Tech,France,Nano,5072,2230,4181,221,12,13,0,5.58,2023-11-08,High,Nano
zdavis16,Instagram,Reel,Tech,Australia,Nano,3246,1333,2681,229,19,4,0,9.32,2023-12-25,Viral,Nano
maxwellkevin867,YouTube,Live,Fitness,Japan,Micro,12398,8206,38,506,13,34,2086,3.69,2024-08-17,High,Micro
mccormickjeffery41,Twitter,Image,Fashion,Mexico,Micro,53890,782,3235,2915,263,158,0,4.28,2023-11-12,High,Micro
clintonbaker775,YouTube,Live,Tech,Germany,Nano,5970,5897,3489,686,20,10,6632,9.17,2024-11-02,Viral,Nano
eric37469,TikTok,Image,Gaming,USA,Nano,6974,1406,689,634,18,32,3813,7.62,2024-03-14,Viral,Nano
hcarr290,Twitter,Carousel,Gaming,Germany,Micro,89986,25187,1658,3006,305,192,0,2.61,2024-08-05,Medium,Micro
khernandez69,Facebook,Live,Food,Japan,Micro,56487,210,4896,2410,261,175,0,5.24,2023-02-04,High,Micro
georgemichael313,TikTok,Reel,Food,Canada,Micro,17450,8833,1070,702,63,30,9028,3.44,2023-04-02,High,Micro
kellyallen740,Twitter,Carousel,Tech,France,Macro,632852,41544,2179,21161,1976,563,0,2.82,2024-10-03,Medium,Macro
gary13971,TikTok,Live,Education,Australia,Nano,3433,2575,1359,190,6,13,1918,6.54,2023-11-10,Viral,Nano
cpowell739,Instagram,Reel,Food,Canada,Micro,90523,9899,4830,8120,490,284,0,8.25,2024-01-11,Viral,Micro
tbrown771,Twitter,Story,Beauty,Canada,Nano,2367,917,786,43,4,2,0,1.47,2024-11-22,Medium,Nano
morgan69305,Instagram,Image,Beauty,Canada,Mega,4110570,17805,3634,3666,217,58,0,0.1,2023-03-01,Low,Mega
allenkevin165,YouTube,Carousel,Food,Germany,Nano,7823,3408,2110,360,12,0,2786,5.19,2024-03-25,High,Nano
russellfrank490,TikTok,Reel,Gaming,Japan,Mega,1171466,40517,1794,1496,83,90,5776,0.1,2023-10-18,Low,Mega
megan49181,Twitter,Reel,Sports,Brazil,Micro,73112,16938,1453,6234,240,399,0,6.84,2023-03-15,Viral,Micro
rorozco473,Facebook,Live,Education,Japan,Macro,923106,7021,3505,1550,147,70,0,0.22,2024-07-20,Low,Macro
phillipedwards868,Twitter,Story,Sports,Mexico,Macro,790719,45518,2562,9518,991,143,0,0.93,2023-07-01,Low,Macro
kimberly94534,Twitter,Carousel,Gaming,USA,Macro,408593,9484,1547,509,38,21,0,0.1,2023-09-30,Low,Macro
christopher48270,Instagram,Video,Gaming,UK,Nano,2216,1817,1601,258,15,19,0,9.22,2023-12-11,Viral,Nano
gwright942,Instagram,Carousel,Tech,Canada,Nano,8921,227,3970,690,74,21,0,7.73,2023-05-22,Viral,Nano
abarnes339,Instagram,Live,Tech,Brazil,Nano,3056,2859,2009,231,5,8,0,7.63,2024-08-30,Viral,Nano
kaylagreen725,Twitter,Live,Tech,Brazil,Micro,39603,20508,166,1423,160,30,0,3.91,2023-08-13,High,Micro
clarkdylan659,Facebook,Carousel,Sports,France,Nano,1786,1715,2598,92,2,2,0,5.72,2024-02-13,High,Nano
gnielsen642,Twitter,Reel,Fashion,France,Micro,15802,9589,1739,986,75,54,0,5.96,2024-06-23,High,Micro
meghanhughes624,Facebook,Image,Tech,UK,Mega,9205956,26470,3208,96581,3001,3749,0,1.43,2024-07-05,Medium,Mega
meadowswilliam265,YouTube,Story,Food,Germany,Micro,89425,46875,784,83,4,3,903,0.1,2024-01-10,Low,Micro
mitchellcollins605,Facebook,Live,Travel,Japan,Macro,876338,24862,1833,34922,1801,1712,0,3.41,2023-10-19,High,Macro
acontreras112,YouTube,Carousel,Education,Germany,Nano,4813,2894,2207,105,3,7,901,2.51,2023-03-08,Medium,Nano
nashmary483,TikTok,Carousel,Gaming,Canada,Micro,63616,28852,3041,2548,202,93,28183,3.2,2023-03-19,High,Micro
angelaramirez510,Facebook,Image,Sports,Japan,Macro,998290,19260,3716,7387,611,191,0,0.85,2024-09-04,Low,Macro
nathanchavez570,YouTube,Reel,Travel,India,Nano,8001,965,1259,808,86,25,10567,9.4,2023-11-18,Viral,Nano
craig22383,Facebook,Live,Music,Canada,Nano,7942,284,4576,595,61,41,0,7.23,2023-11-07,Viral,Nano
scottchristopher135,Twitter,Story,Beauty,France,Mega,8625045,47094,3484,7057,751,239,0,0.1,2024-10-20,Low,Mega
samanthasanchez404,Facebook,Video,Beauty,Japan,Nano,1349,1085,1330,88,8,2,0,8.42,2023-04-03,Viral,Nano
jaredwilson691,Facebook,Carousel,Sports,Australia,Nano,8386,6793,3012,470,31,27,0,6.0,2023-03-24,High,Nano
aharris324,Twitter,Carousel,Travel,Germany,Nano,8082,6425,3624,350,29,25,0,5.67,2024-05-12,High,Nano
lunadarryl985,Twitter,Image,Fitness,Germany,Nano,1816,1765,3146,45,1,0,0,3.15,2024-09-27,High,Nano
amanda07579,Twitter,Reel,Tech,Australia,Macro,628829,11748,1444,18701,1931,499,0,2.66,2023-03-08,Medium,Macro
angel12470,Twitter,Story,Tech,Germany,Nano,9194,7153,376,377,35,27,0,3.24,2024-03-08,High,Nano
ithompson787,Instagram,Carousel,Gaming,Mexico,Nano,5943,1391,607,346,23,26,0,5.14,2024-11-22,High,Nano
daniel36936,Facebook,Live,Fitness,France,Nano,7256,445,2886,445,0,25,0,7.09,2023-12-22,Viral,Nano
morenokevin19,YouTube,Story,Beauty,Brazil,Nano,5265,2849,4384,236,15,13,3211,5.0,2023-02-23,High,Nano
russell67969,Twitter,Carousel,Sports,Australia,Micro,50080,5537,470,1222,60,23,0,2.25,2023-10-20,Medium,Micro
powellrachel823,YouTube,Video,Gaming,Canada,Micro,32672,17300,3432,1059,74,31,12383,4.38,2024-11-08,High,Micro
qbanks826,Facebook,Video,Education,Mexico,Micro,26302,1434,1936,1484,94,26,0,7.54,2024-02-11,Viral,Micro
klineaaron983,TikTok,Story,Sports,Canada,Nano,2573,1828,1850,38,2,1,425,1.59,2023-06-06,Medium,Nano
gloveralex588,Instagram,Story,Gaming,USA,Micro,28268,902,2987,272,28,16,0,1.27,2024-09-08,Medium,Micro
elizabeth67581,TikTok,Reel,Music,,Macro,655395,9632,4585,15499,1387,585,187328,2.3,2024-04-24,Medium,Macro
gravesjudy175,TikTok,Image,Fitness,Germany,Nano,2849,465,3168,110,7,3,896,3.53,2023-08-16,High,Nano
fwright872,YouTube,Story,Tech,Mexico,Micro,25012,1406,682,1116,128,57,14195,3.57,2023-12-14,High,Micro
hernandezsarah549,Facebook,Live,Fashion,Canada,Micro,59609,43274,2729,3879,340,275,0,5.91,2024-06-20,High,Micro
martinclaire133,YouTube,Live,Fashion,Mexico,Nano,6597,5023,1538,584,16,33,5046,8.23,2023-10-05,Viral,Nano
marylove191,Instagram,Video,Music,France,Micro,55849,28838,4514,2178,93,33,0,4.9,2023-07-10,High,Micro
ronaldperez619,TikTok,Video,Tech,Canada,Micro,53954,3678,1032,3200,287,247,29425,5.22,2024-08-17,High,Micro
gonzalezthomas138,YouTube,Image,Tech,Germany,Micro,45566,5718,3549,38,4,0,452,0.1,2023-05-12,Low,Micro
debrathomas302,Instagram,Story,Education,Japan,Macro,390922,11111,4604,465,27,22,0,0.1,2023-05-02,Low,Macro
susan87828,YouTube,Image,Food,USA,Macro,278741,11560,4202,6263,361,89,44647,2.59,2023-04-27,Medium,Macro
rsmith911,Twitter,Story,Fashion,Canada,Micro,24546,14594,2524,456,19,21,0,2.27,2023-03-02,Medium,Micro
andrew99717,TikTok,Reel,Fashion,Brazil,Micro,84542,31523,1540,5559,433,178,18393,5.67,2023-01-02,High,Micro
zachary51742,TikTok,Live,Gaming,Mexico,Mega,2207248,42660,713,43448,4729,645,358454,1.59,2024-03-17,Medium,Mega
bauerconnie548,Instagram,Reel,Education,USA,Micro,72264,5294,2405,2985,0,61,0,5.11,2023-01-17,High,Micro
cware864,YouTube,Video,Music,Brazil,Macro,119600,41867,1864,5334,621,269,35450,3.85,2023-09-19,High,Macro
kyle69484,Instagram,Carousel,Travel,USA,Micro,77651,5321,1904,4003,172,175,0,4.88,2024-06-15,High,Micro
jamessmith833,YouTube,Story,Education,Australia,Nano,1669,146,4141,6,0,0,66,0.46,2024-05-10,Low,Nano
sromero633,Twitter,Story,Gaming,Germany,Nano,8546,6133,3798,289,27,15,0,2.76,2024-08-24,Medium,Nano
davistaylor815,Instagram,Image,Music,France,Macro,171410,16501,2149,3666,389,154,0,2.56,2023-05-05,Medium,Macro
walterjohnson10,Facebook,Carousel,Fitness,Germany,Mega,4739908,42867,4568,31211,1421,694,0,0.8,2023-03-07,Low,Mega
boothwilliam805,Facebook,Story,Sports,UK,Micro,23556,9060,3721,566,67,41,0,2.49,2024-10-08,Medium,Micro
dillon40969,Facebook,Reel,Fitness,Japan,Micro,83284,16542,2784,8905,784,602,0,9.32,2023-08-30,Viral,Micro
mhenson959,Facebook,Story,Food,,Macro,662988,5322,4302,4261,166,124,0,0.77,2024-11-10,Low,Macro
benjaminflores710,Instagram,Reel,Tech,USA,Mega,9727717,27717,2344,245177,24267,6835,0,2.42,2024-07-27,Medium,Mega
elizabethmaxwell894,Instagram,Live,Beauty,USA,Micro,90724,18328,2229,2832,230,126,0,4.06,2024-08-12,High,Micro
tpham166,YouTube,Image,Fashion,Japan,Micro,65806,34021,2235,1391,139,73,6085,2.86,2023-11-24,Medium,Micro
hrussell198,TikTok,Reel,Education,USA,Micro,18167,6613,4004,1096,122,0,7186,6.49,2023-12-28,Viral,Micro
jsimon761,TikTok,Story,Sports,Canada,Nano,5476,1029,2969,184,9,9,2535,2.63,2024-02-23,Medium,Nano
fullerkristopher952,Facebook,Carousel,Fitness,Brazil,Nano,4004,1813,1020,157,12,5,0,4.54,2024-11-03,High,Nano
nunezseth756,Twitter,Reel,Education,UK,Macro,422980,33001,999,12370,943,554,0,3.49,2023-04-24,High,Macro
alyssalee499,Twitter,Live,Sports,Japan,Micro,46943,10738,4917,3955,221,0,0,6.7,2023-09-30,Viral,Micro
ann14222,Twitter,Story,Gaming,Germany,Macro,827432,34031,3229,10244,1068,102,0,1.44,2023-12-15,Medium,Macro
garyrichardson747,YouTube,Story,Travel,Japan,Micro,10713,8117,4441,366,42,4,1528,2.8,2023-07-13,Medium,Micro
booneaudrey79,Instagram,Image,Fashion,India,Macro,548845,43720,1356,6852,370,493,0,1.16,2023-02-18,Medium,Macro
gonzalezjodi33,Facebook,Reel,Food,Mexico,Nano,4996,2317,3542,603,58,45,0,9.54,2024-07-07,Viral,Nano
pjones66,TikTok,Live,Food,Canada,Macro,148669,8026,1939,3967,275,175,28761,3.04,2023-10-28,High,Macro
anthonyweiss229,Twitter,Image,Tech,UK,Mega,6247174,27781,1895,5702,602,420,0,0.1,2023-07-08,Low,Mega
qgomez21,TikTok,Image,Food,Australia,Micro,96195,37712,4389,2266,246,0,21974,3.02,2023-03-17,High,Micro
rdean605,YouTube,Reel,Food,Mexico,Nano,9535,5553,430,534,35,37,5285,7.45,2023-02-06,Viral,Nano
william93860,TikTok,Reel,Sports,Australia,Micro,77534,18044,3167,4080,377,97,50972,5.18,2024-02-17,High,Micro
lindsay90763,YouTube,Reel,Travel,Brazil,Nano,1161,410,3327,74,6,2,309,8.87,2023-09-11,Viral,Nano
kenneth50740,Instagram,Video,Tech,Canada,Macro,942798,5983,899,28131,1373,1762,0,3.96,2024-11-10,High,Macro
lori65786,Facebook,Video,Music,Australia,Macro,406236,42785,3431,6687,392,261,0,2.17,2023-09-24,Medium,Macro
zacharylong698,YouTube,Live,Education,Brazil,Macro,578087,23137,2641,25692,722,681,373216,3.96,2023-06-06,High,Macro
walkerkarina390,Facebook,Live,Fitness,Australia,Macro,524192,195,4738,16565,424,730,0,3.39,2023-06-07,High,Macro
hpotts620,Instagram,Story,Travel,France,Micro,58338,40874,3047,355,10,23,0,0.8,2024-06-05,Low,Micro
smithcindy370,Twitter,Carousel,Gaming,India,Micro,60676,24861,2581,1328,62,38,0,2.11,2024-04-18,Medium,Micro
suttonbridget169,TikTok,Reel,Food,UK,Nano,1283,701,225,79,0,4,363,8.47,2024-03-16,Viral,Nano
kmoon947,Facebook,Live,Fitness,UK,Nano,3421,2525,355,261,17,16,0,6.66,2024-06-14,Viral,Nano
kathleenjuarez323,YouTube,Carousel,Food,Mexico,Micro,57114,29322,1971,2290,212,98,14806,4.1,2023-08-20,High,Micro
jtaylor329,Twitter,Video,Travel,Japan,Macro,625480,23681,4862,19108,867,856,0,3.16,2023-06-16,High,Macro
